step,task,loss,semantic_cloze_ranking_margin,semantic_cloze_ranking_accuracy,val_mlm_loss,best_val_mlm_loss,bad_evals,lr,elapsed_sec,early_stop,steps/mlm,steps/rtd,steps/connective,steps/definiteness,steps/collocation,steps/substitution,steps/function_word_recovery,steps/agreement_prediction,steps/grammar_minpair,steps/conceptual_plausibility_choice,steps/mlm_pair_ranking,steps/semantic_cloze_ranking
1,mlm,10.370723724365234,,,10.356061617533365,10.356061617533365,0,8.333333333333334e-07,2.2298433780670166,False,1,0,0,0,0,0,0,0,0,0,0,0
500,mlm,5.34281063079834,2.273916244506836,0.96875,7.8654548327128095,7.8654548327128095,0,0.0004166666666666667,62.87420916557312,False,300,47,36,37,33,0,0,0,33,0,0,14
1000,rtd,0.2663571238517761,3.3767433166503906,0.9375,7.634023348490397,7.634023348490397,0,0.0004787234042553192,126.88396382331848,False,625,92,70,73,60,0,0,0,51,0,0,29
1500,mlm,4.398440837860107,3.8191375732421875,0.9791666865348816,7.758103529612224,7.634023348490397,0,0.0004521276595744681,190.5627245903015,False,954,128,108,109,87,0,0,0,74,0,0,40
2000,semantic_cloze_ranking,0.01538375299423933,4.999390602111816,1.0,7.2980295817057295,7.2980295817057295,0,0.000425531914893617,252.56418323516846,False,1254,182,155,152,107,0,0,0,97,0,0,53
2500,mlm,3.9022698402404785,5.077272891998291,1.0,7.476743857065837,7.2980295817057295,0,0.00039893617021276594,317.0151252746582,False,1569,232,196,186,131,0,0,0,124,0,0,62
3000,definiteness,0.5827348828315735,6.0809149742126465,1.0,7.237481753031413,7.237481753031413,0,0.0003723404255319149,383.28577303886414,False,1881,283,233,220,151,0,0,0,149,0,0,83
3500,mlm,3.5571770668029785,5.764882564544678,1.0,7.312350273132324,7.237481753031413,0,0.0003457446808510639,448.49696803092957,False,2212,324,271,259,169,0,0,0,173,0,0,92
4000,mlm,3.25508975982666,5.926138877868652,1.0,7.082119782765706,7.082119782765706,0,0.0003191489361702128,513.0629427433014,False,2537,375,301,295,194,0,0,0,194,0,0,104
4500,mlm,3.306933641433716,5.7955169677734375,1.0,7.249613602956136,7.082119782765706,0,0.0002925531914893617,575.6299259662628,False,2851,428,338,334,216,0,0,0,220,0,0,113
5000,semantic_cloze_ranking,0.003764878725633025,6.335173606872559,1.0,6.834574858347575,6.834574858347575,0,0.00026595744680851064,639.8896932601929,False,3176,480,373,373,239,0,0,0,237,0,0,122
5500,connective,1.1506848335266113,6.516634941101074,1.0,7.0642313957214355,6.834574858347575,0,0.0002393617021276596,706.4677541255951,False,3499,531,413,403,262,0,0,0,258,0,0,134
6000,connective,1.1886670589447021,6.514329433441162,1.0,6.983051141103108,6.834574858347575,0,0.0002127659574468085,769.5056948661804,False,3813,576,455,439,282,0,0,0,290,0,0,145
6500,rtd,0.16166239976882935,7.187132835388184,1.0,6.926253477732341,6.834574858347575,0,0.00018617021276595746,831.5072333812714,False,4112,632,495,474,310,0,0,0,315,0,0,162
7000,mlm,3.200831651687622,7.024125576019287,1.0,6.811737219492595,6.811737219492595,0,0.0001595744680851064,896.7398686408997,False,4430,681,536,501,338,0,0,0,338,0,0,176
7500,grammar_minpair,0.0008733727154321969,7.248447418212891,1.0,6.9191843668619795,6.811737219492595,0,0.00013297872340425532,961.1713681221008,False,4751,726,568,542,358,0,0,0,368,0,0,187
8000,rtd,0.16153842210769653,7.152213096618652,1.0,6.848939100901286,6.811737219492595,0,0.00010638297872340425,1027.661464691162,False,5080,773,600,578,381,0,0,0,386,0,0,202
8500,mlm,3.179446220397949,7.152213096618652,1.0,6.881967226664226,6.811737219492595,0,7.97872340425532e-05,1112.8545289039612,False,5580,773,600,578,381,0,0,0,386,0,0,202
9000,mlm,3.1270217895507812,7.152213096618652,1.0,6.836088498433431,6.811737219492595,1,5.319148936170213e-05,1193.8199815750122,False,6080,773,600,578,381,0,0,0,386,0,0,202
9500,mlm,3.0138087272644043,7.152213096618652,1.0,6.853942394256592,6.811737219492595,2,2.6595744680851064e-05,1278.2099902629852,True,6580,773,600,578,381,0,0,0,386,0,0,202
