System,Seeds,Val Loss,Val Loss sd,BLiMP,BLiMP sd,Sup.,Sup. sd,Entity,Entity sd,COMPS,COMPS sd,Eye,Eye sd,SPR,SPR sd
Random MLM,"1,2,3",3.0023467938105264,0.157591308982231,62.42666666666667,0.6211548384528072,55.77333333333333,0.15821925715074225,16.766666666666666,0.9300179209742857,50.17666666666667,0.3023794525647074,1.9666666666666666,0.9196376097862317,2.1399999999999997,0.37589892258424995
Accuracy-Morph,"1,2",3.0715403258800507,0.08632277274964803,62.709999999999994,0.07071067811865575,55.6,0.6081118318204305,22.28,4.582051942088828,50.3,0.2262741699796954,1.9300000000000002,0.565685424949238,2.34,0.3252691193458118
