step,task,loss,val_mlm_loss,best_val_mlm_loss,bad_evals,lr,elapsed_sec,early_stop,steps/mlm,steps/rtd,steps/connective,steps/definiteness,steps/collocation,steps/substitution,steps/function_word_recovery,steps/agreement_prediction
1,mlm,10.370723724365234,10.356061617533365,10.356061617533365,0,1.6666666666666667e-05,2.163242816925049,False,1,0,0,0,0,0,0,0
500,mlm,5.302161693572998,7.7855156262715655,7.7855156262715655,0,0.0,64.9677484035492,False,287,52,41,32,31,0,29,28
